user,text,date
@joseantoniokast,gobierno gabrielboric sólo aumentará crimen organizado ello terror angustia miles chilenos esperamos habitual arrepienta futuro haber privilegiado ideología paz chilenos,2024-05-09 21:24:52
@joseantoniokast,san bernardo gran alcalde christián gómez distrito 14 tremendo equipo junto jirarrazavalr recuperar región metropolitana gracias cariño invitación,2024-05-09 19:56:36
@joseantoniokast,gran equipo vamos recuperar región metropolitana junto macasantelices soyrepublicano,2024-05-09 15:16:58
@joseantoniokast,hace 12 días asesinaron tres carabineros cañete ¿y haciendo boric comentando futbol radio presidente absolutamente desconectado realidad culturawoke,2024-05-09 13:48:56
@joseantoniokast,¿hasta cuándo presidente,2024-05-09 13:34:55
@joseantoniokast,asumo humildad compromiso enorme desafío autoridades cómplices crisis inseguridad perdieron urgencia necesita recuperar región metropolitana fuerza valentía determinación santiago debe volver sonreír,2024-05-09 11:11:25
@joseantoniokast,boric prometió dejaría solas víctimas incendio viña mar vez cumplió solo dejó abandonados sino entregó soluciones emergencia mala calidad colapsaron primera lluvia usaron emergencia ministra vallejo paseara medios luego saliera silencio primer problema gobiernoincompetente,2024-05-09 09:41:06
@joseantoniokast,después casi 4 años comienza esclarecerse quiénes asesinos moisésorellana joven 21 años asesinado cañete terrorista “delincuentes rurales” gusta decir políticos izquierda,2024-05-09 09:22:18
@joseantoniokast,funcionario cacho juan andrés lagos cuesta chile 3 millones pesos da declaraciones propia ministra comparte constantemente cuestionado sigue generando problemas gobierno día día ¿por mejor echan,2024-05-08 18:11:57
@joseantoniokast,vivo semanare,2024-05-08 15:44:37
@joseantoniokast,regreso hungría kast propuesta construir muro frontera chile bolivia ciertos lugares requieren tipo obstáculo gente ingrese josé antonio kast joseantoniokast líder partido republicano prchile vivo pautadeánalisis →,2024-05-08 08:21:50
@joseantoniokast,¡en minutos 800 sintoniza radio pauta 1005 josé antonio kast,2024-05-08 07:46:09
@joseantoniokast,fácil insultar mentir desacreditar luego decir “fue error” corresponde gobierno español saque personaje cargo pida disculpas formales jmilei,2024-05-07 19:06:47
@joseantoniokast,ruthhurtado condena héctor llaitul “los republicanos esperamos condena primera muchas terroristas”,2024-05-07 17:06:45
@joseantoniokast,inaceptable señor lagos siga trabajando ministerio interior da,2024-05-06 23:20:51
