fecha,tweet_normalizado,user
2024-05-15 17:13:48,junto ipoduje recorrer comuna recoleta pudimos conversar vecinos enterarnos primera persona graves problemas urbanísticos sufre comuna hoy nunca necesita conducción firme responsable recuperemosrecoleta,@joseantoniokast
2024-05-15 15:48:25,ahora vivo,@joseantoniokast
2024-05-15 10:07:10,gobiernoincompetente mantiene ministros grau dice problema puerto coronel tema competa ministerio gobierno cada puerto clave chile si compete gobierno tema orden público,@joseantoniokast
2024-05-15 09:40:32,dirá ministro educación pc respecto votación concejales izquierda rechazo recibir duocuc pintana izquierda quiere máseducación mejoreducacion,@joseantoniokast
2024-05-14 22:49:54,hace meses informó lista espera salud habian aumentado 27 millones consultas triste record ahora sabemos mentira situación aún peor 3 millones borradas secretaria indignos,@joseantoniokast
2024-05-14 20:16:52,izquierda siendo izquierda concejales pc fa pintana niegan miles jóvenes posibilidad acceder educación superior duocuc propia comuna quizás ministro educación podría haber intercedido verdad pc …,@joseantoniokast
2024-05-14 12:27:01,llegamos bajos mena puentealto vecinos sido victimas abandono ausencia delincuencia calles áreas nefastas condiciones sólo incivilidades sortear día día,@joseantoniokast
2024-05-14 13:12:43,gracias joseantoniokast apoyo prchile recuperarconcepcion necesitamos recuperar seguridad ciudad abandono lafuerzadechile clave penquistas gracias,@joseantoniokast
2024-05-14 12:34:48,quién fiscaliza fiscales fiscal chong sigue postergando innecesariamente calvario judicial sebastian zamora cuándo malos fiscales siguen impunemente cargos,@joseantoniokast
2024-05-14 11:21:03,hoy mañana agradable desayuno vega chica junto equipo campaña pudimos conversar locatarios contaron dificultades viven respecto orden seguridad sector vamos,@joseantoniokast
2024-05-13 16:22:57,hecho viviendo peor crisis seguridad carcelaria historia chile aquí contamos propuestas devolver seguridad chilenos comparte máscárcelesparachile,@joseantoniokast
2024-05-13 15:53:25,¡no pierdas joseantoniokast hoy meganoticias ahora 2230 hrs,@joseantoniokast
2024-05-13 20:53:02,país vivimos profunda crisis seguridad calles criminales delincuentes caminan libres total impunidad casas chilenos honestos responsables viven encerrados pueden salir libertad ¡necesitamos nueva política penitenciaria chile criminales deben pagar delitos cárcel efectiva máscárcelesparachile ¡difunde comparte,@joseantoniokast
2024-05-13 13:35:07,latercerapm cárceles lejos ciudades cambios gendarmería propuesta republicanos cambiar sistema penitenciario,@joseantoniokast
2024-05-13 08:01:50,¡en minutos secretaria general candidata alcaldesa recoleta ruthhurtado primer café cooperativa pierdas,@joseantoniokast
2024-05-12 16:17:26,gran abrazo felizdiadelamadre,@joseantoniokast
2024-05-12 11:32:48,ideas republicanas trabajamos documento dirigido candidatos alcaldes concejales gobernadores contiene propuestas recuperar reconstruir municipalidades gobiernos regionales país eje puesto probidad eficiencia transparencia,@joseantoniokast
2024-05-12 11:00:02,“guía re” hoja ruta republicanos conseguir triunfos regiones,@joseantoniokast
2024-05-11 21:26:49,terminando gran día terreno celebrando día madre tremendas mamás maipu muchas gracias diputado agustinromerole invitación equipo,@joseantoniokast
2024-05-11 16:11:57,si canal televisión puede establecer ruta migrantes irregulares pregunta autoridades cargo tema carolinatoha drmanuelmonsalv eduardovergarab gobiernoincompetente,@joseantoniokast
2024-05-11 11:52:51,¿cuál aporte ¿por conocen trabajos específicos hizo favor damnificados megaincendio región valparaíso preguntasnos hacemos escape silencioso ministra vocera gobierno… diputadosrepublicanos,@joseantoniokast
2024-05-11 10:35:42,voltereta “perro matapacos” denigrante según ministra camila vallejo simbolo positivo personas insólito,@joseantoniokast
2024-05-10 21:44:03,llegaron tarde emergencia montaron show falsa reconstrucción primera lluvia dejaron solos abandonados frente gobierno cuida respeta sufren gobiernoincompetente,@joseantoniokast
2024-05-10 15:54:45,cerros viña mar junto candidato gobernador fvenezian futura alcaldesa antopecchenino viendo terreno abandono desprotección víctimas incendio ¿y camila vallejo nunca vieron,@joseantoniokast
2024-05-10 11:46:34,valparaiso junto futuro alcalde rgonzalezcamus futuro gobernador regional fvenezian acompañados diputados barchiesidip sanchezdiputado recuperemosvalparaiso soyrepublicano,@joseantoniokast
2024-05-09 22:45:03,vocera gobierno habla solo conviene uso tragedia viña mar figurar dejó abandonado necesitaban soluciones concretas,@joseantoniokast
2024-05-09 21:24:52,gobierno gabrielboric sólo aumentará crimen organizado ello terror angustia miles chilenos esperamos habitual arrepienta futuro haber privilegiado ideología paz chilenos,@joseantoniokast
2024-05-09 19:56:36,san bernardo gran alcalde christián gómez distrito 14 tremendo equipo junto jirarrazavalr recuperar región metropolitana gracias cariño invitación,@joseantoniokast
2024-05-09 15:16:58,gran equipo vamos recuperar región metropolitana junto macasantelices soyrepublicano,@joseantoniokast
2024-05-09 13:48:56,hace 12 días asesinaron tres carabineros cañete ¿y haciendo boric comentando futbol radio presidente absolutamente desconectado realidad culturawoke,@joseantoniokast
2024-05-09 13:34:55,¿hasta cuándo presidente,@joseantoniokast
2024-05-09 11:11:25,asumo humildad compromiso enorme desafío autoridades cómplices crisis inseguridad perdieron urgencia necesita recuperar región metropolitana fuerza valentía determinación santiago debe volver sonreír,@joseantoniokast
2024-05-09 09:41:06,boric prometió dejaría solas víctimas incendio viña mar vez cumplió solo dejó abandonados sino entregó soluciones emergencia mala calidad colapsaron primera lluvia usaron emergencia ministra vallejo paseara medios luego saliera silencio primer problema gobiernoincompetente,@joseantoniokast
2024-05-09 09:22:18,después casi 4 años comienza esclarecerse quiénes asesinos moisésorellana joven 21 años asesinado cañete terrorista “delincuentes rurales” gusta decir políticos izquierda,@joseantoniokast
2024-05-08 18:11:57,funcionario cacho juan andrés lagos cuesta chile 3 millones pesos da declaraciones propia ministra comparte constantemente cuestionado sigue generando problemas gobierno día día ¿por mejor echan,@joseantoniokast
2024-05-08 15:44:37,vivo semanare,@joseantoniokast
2024-05-08 08:21:50,regreso hungría kast propuesta construir muro frontera chile bolivia ciertos lugares requieren tipo obstáculo gente ingrese josé antonio kast joseantoniokast líder partido republicano prchile vivo pautadeánalisis →,@joseantoniokast
2024-05-08 07:46:09,¡en minutos 800 sintoniza radio pauta 1005 josé antonio kast,@joseantoniokast
2024-05-07 19:06:47,fácil insultar mentir desacreditar luego decir “fue error” corresponde gobierno español saque personaje cargo pida disculpas formales jmilei,@joseantoniokast
2024-05-07 17:06:45,ruthhurtado condena héctor llaitul “los republicanos esperamos condena primera muchas terroristas”,@joseantoniokast
2024-05-06 23:20:51,inaceptable señor lagos siga trabajando ministerio interior da,@joseantoniokast
2024-05-06 18:42:32,“las ideas libertad única forma alcanzar prosperidad” parte tremendo discurso jmilei milkeninstitute vale pena escucharlo,@joseantoniokast
2024-05-06 09:21:29,necesitamos presidente carácter decisión,@joseantoniokast
2024-05-06 09:05:36,comparto entrevista hoy conystipicic jumastorga radioinfinita,@joseantoniokast
2024-05-06 08:07:59,joseantoniokast vivo infinitafm,@joseantoniokast
2024-05-05 22:16:48,lautaro carmona “si atacan cuba atacan nosotros” mensaje decimos cuba vive bajo opresión dictadura presidente boric pide “más” democracia isla dirán ahora ministros comunistas gabinete,@joseantoniokast
2024-05-05 20:34:51,¡mañana conectamos lunes 6 mayo joseantoniokast radio infinita 800 hrs ¡no pierdas,@joseantoniokast
2024-05-05 16:36:23,escuchar lautaro carmona explicando convenio bilateral firmado partido comunista chileno cubano recrear discurso años ‘60 claro pc chileno evolucionado sigue admirando respaldando dictadura cubana,@joseantoniokast
2024-05-03 22:03:49,vea nota tome posición si justicia condena dueño casa podrido imaginamos ojalá conozca nombre buscan condenar héroe defiende familia,@joseantoniokast
2024-05-05 10:26:09,“fiscal” chong formará parte asociación nacional fiscales sinceramente espero contrario declaración emitida carecería,@joseantoniokast
2024-05-04 13:14:40,¡tenemos candidata gobernadora arica parinacota importante mensaje drakarlakepec olvides seguirla todas redes,@joseantoniokast
2024-05-04 11:49:51,delincuencia soluciona ministerios enfrenta carácter coherencia aplicando ley encarcelando delincuentes haciendo responsables autoridades cargo cualquier pais toha monsalve vergara sido destituidos,@joseantoniokast
2024-05-04 09:48:43,educación última década crearon 2 superintendencias 2 subsecretarías agencia decenas servicios educación miles millones burocracia pitutos fracaso vista queremos sino mejor arecuperarchile,@joseantoniokast
2024-05-04 09:17:37,hace semana tres carabineros asesinados sitio ninguna autoridad asumió responsabilidad aún ningun asesino detenido hecho triste realidad gobiernoincompetente,@joseantoniokast
2024-05-03 21:11:02,verdad siempre sale luz …,@joseantoniokast
2024-05-03 16:23:23,enfrentar crimen organizado proteger vidas resguardar uniformados requieren medidas innovadoras sino voluntad carácter ¡no pierdas editorial semana olvides compartir,@joseantoniokast
2024-05-03 07:27:26,valparaíso podemos seguir igual peor queremos cambiar mejor gobernación servicio personas ideología lafuerzadechile,@joseantoniokast
2024-05-02 21:41:19,imagen arriba frontera bolivia chile imagen abajo muro hungria serbia cuál efectiva frenar inmigración ilegal cerremoslafrontera,@joseantoniokast
2024-05-02 13:35:36,ayer 9 mañana barrio yungay víctima mortal crimen descontrolado destruyendo país hastacuando,@joseantoniokast
2024-05-02 12:09:59,hace 3 años camila vallejo ridiculizaba propuesta zanja terminaron construyendola hoy hace mismo respecto muro espero pase tiempo gobierno empiece construirlo cuanto mejor frenar inmigración ilegal cerremoslafrontera,@joseantoniokast
2024-05-02 08:08:04,inmigración ilegal destruyendo país frenarla urgente cerrar frontera zanja necesaria insuficiente muro vallas inevitables cerremoslafrontera,@joseantoniokast
2024-05-01 09:31:35,hoy 01 mayo republicanos saludamos trabajan sacar adelante país trabajadores chile día muchas gracias,@joseantoniokast
2024-04-30 14:14:57,ahora maite orsini involucra “su presidente” justificar rechazo debatir normas ruf total despacho recibió instrucción g boric,@joseantoniokast
2024-04-29 17:24:35,maite orsini niega discutir total despacho reglas uso fuerza apoyar proteger trabajo carabineros cambiado gobierno parlamentarios odian carabineros dispuestos darle herramientas necesitan defenderse,@joseantoniokast
2024-04-29 10:27:50,esperamos respaldo carabineros sectores manifestado días traduzca apoyar indicación entrega competencia tribunales militares evitar así persecuciones ideológicas,@joseantoniokast
2024-04-28 19:39:09,hace 4 días desapareció subsecretario prevención delito eduardo vergara ningún mensaje ningún posteo ninguna declaración asesinato tres carabineros dónde vacaciones presidente boric ¿ cuándo mantiene funcionario incompetente cargo,@joseantoniokast
2024-04-28 18:18:01,ayer hoy mañana nunca contexto justificar perro “matapacos”,@joseantoniokast
2024-04-28 01:26:16,24 horas pasado masacre carabineros gobierno aún reacciona medidas verdad 1 sitio arauco 2 destitución gabinete seguridad 3 reforzar fronteras evitar fuga ¿qué esperando,@joseantoniokast
2024-04-27 11:41:18,¿qué respeto puede tener aquellos llevan años incitando odio carabineros responsables herramientas juridicas respaldo político evitar masacren si alguien callar pedir perdón borrar mensajes ustedes,@joseantoniokast
2024-04-27 11:17:14,frente masacre orquestada terroristas estadodesitio ahora,@joseantoniokast
2024-04-27 10:31:31,comunicado partido republicano asesinato tres carabineros cañete,@joseantoniokast
2024-04-27 06:43:47,emboscados quemados asesinados basta palabras promesas falsas chilenos quieren acción carabineros necesitan protección estadodesitio destituciongabineteseguridad controldefronteras,@joseantoniokast
2024-04-27 03:28:16,tres carabineros asesinados arauco llegó hora terminar buenismo atacar fuerza terrorismo sitio cierre fortalecimiento fronteras destitución gabinete seguridad urgente presidente boric llegó momento despertar,@joseantoniokast
2024-04-26 20:07:34,gran intervención geertwilderspvv cpachungary2024 líder fuerza decisión venció políticamente correcto últimas elecciones países bajos holanda cpac alapjogokert,@joseantoniokast
2024-04-26 16:21:31,chile merece presidente woke chile necesita presidente despierte verdad enfrentar fuerza decisión crisis seguridad económica destruyendo país insulto triste realidad,@joseantoniokast
2024-04-26 08:22:25,¡ahora joseantoniokast cpachungary,@joseantoniokast
2024-04-26 07:16:49,junto mschlapp presidente cpac cpachungary2024,@joseantoniokast
2024-04-25 15:37:51,suciedad valparaiso 8 años arregla pintando fachadas último día valparaíso merece,@joseantoniokast
2024-04-25 15:30:59,¡tenemos candidato alcalde ancud arturosquella presenta carlosseitz candidato alcalde comuna ancud invitamos seguirlo redes sociales compartir gran noticia,@joseantoniokast
2024-04-24 21:44:40,¿ cuál colmo subsecretario prevención delito entren robar dependencia subsecretaria insólito absurdo gobiernoincompetente,@joseantoniokast
2024-04-24 14:32:22,camino hungria ojalá dejen viajar,@joseantoniokast
2024-04-23 16:59:31,hace días salvador pudimos conocer primera fuente vive sociedad paz ¿ cuál receta “mágica” cumple ley,@joseantoniokast
2024-04-23 12:53:43,mientras ministra toha bailaba aniversario partido socialista presidente boric asistía partido fútbol asesino teniente sanchez huía chile nadie pudiese detenerlo gobiernoincompetente,@joseantoniokast
2024-04-23 10:21:16,chilenos desesperados adultos mayores alzar voz asalten violencia da cuenta gravedad crisis seguridad enfrentamos abandono,@joseantoniokast
2024-04-22 18:40:30,política actuar convicción cálculo correspondía apoyar censura grave intromisión ministro elizalde lamento sectores “oposición” sumado,@joseantoniokast
2024-04-22 14:36:49,buena noticia comenzar semana llaitul declarado culpable pagará cárcel daño dolor causado,@joseantoniokast
2024-04-20 13:30:04,continuidad precisamente terminar recoletanos merecen administración servicio vecinos trabajando mejorar vidas pagar operadores políticos,@joseantoniokast
2024-04-21 17:50:23,cuba paraiso comunistas ingreso ilegal país sancionado cárcel 1 3 años chile comunistas dicen migrar ilegalmente derecho humano insólito,@joseantoniokast
2024-04-21 13:34:40,buena entrevista arturosquella libero,@joseantoniokast
2024-04-20 22:15:56,517 millones pesos debe ministerio energia enap fallido experimento populista distribución gas 100 mil pesos balón gas amerita investigación sanciones responsables fraude,@joseantoniokast
2024-04-20 19:51:04,comunistas peligro democracia,@joseantoniokast
2024-04-20 14:02:59,solo gobierno fracasado sino profundamente desconectado realidad mundo paralelo estan convencidos haciendo fantástico gobiernoincompetente,@joseantoniokast
2024-04-20 12:16:39,¡vamos recuperar región valparaíso olvides seguir candidatos gobernador valparaíso fvenezian alcalde valparaíso rgonzalezcamus alcaldesa viña mar antopecchenino atentos nuevas noticias,@joseantoniokast
2024-04-20 11:12:09,contento toda energía junto gran equipo recuperemos región valparaiso así devolverle vecinos comunas seguras limpias prósperas vamos toda lafuerzadechile antopecchenino rgonzalezcamus,@joseantoniokast
2024-04-20 10:10:41,¡tenemos candidato gobernación valparaíso hoy confirmamos fvenezianvalpo candidato gobernador región valparaíso francesco suma candidatos alcaldes comunas valparaíso rgonzalezcamus viña mar antopecchenino,@joseantoniokast
2024-04-20 09:40:15,justicia tarda finalmente llega pronto turno daniel jadue luego 12 años destrucción recoleta espero pague cárcel inmenso daño hecho comuna,@joseantoniokast
2024-04-19 20:02:21,tragedia impacta pais joven tercer medio apuñalado afuera colegio lota chile salir fondo recuperar país,@joseantoniokast
2024-04-19 19:33:54,creer capaz llegar ideología finlandia quieren someter 3er juicio penal diputada citar versículos bíblicos tw fuerza fe paivirasanen,@joseantoniokast
2024-04-19 14:49:58,situación dicen pudimos ver cientos personas ingresaron manera irregular camino albergue acuerdo cifras entregadas pdi proyectando migrantes ingresados hoy ingresarán muchas personas año pasado,@joseantoniokast
2024-04-18 19:11:42,excelente carta recuperar recoleta pueda ayudar cuenta conmigo ruthhurtado,@joseantoniokast
2024-04-18 14:40:48,formalización daniel jadue adelantarse urgente evitar fuga chile asegurar comparecencia justicia recoleta podemos permitir impunidad,@joseantoniokast
2024-04-18 10:15:24,pillaron daniel jadue camino venezuela semanas formalización fiscalía debe pedir arraigo evitar fuga,@joseantoniokast
2024-04-18 08:35:02,ministro luis cordero ministra carolina tohá deberían ver exposición juez fernando guzmán udp volver hablar tema cárceles relata detalles crisis carcelaria vive hoy chile,@joseantoniokast
2024-04-17 19:44:52,lafuerzaderecoleta suma tarea recuperar reconstruir país candidata alcaldesa recoleta ruthuas junto cámara comercio patronato reunieron apoyar fortalecer importante trabajo realizan comercios comuna así junto lafuerzadechile recuperar seguridad trabajo sector,@joseantoniokast
2024-04-17 17:49:33,lunes camara diputados vota censura mesa karol cariola dudas estan confundidos confundan equivoquen votar favor censura permite sancionar conducta irresponsable diputado rivas votar darle razon comunistas,@joseantoniokast
2024-04-17 16:12:29,ideología falta preparación hacen gobierno inoperante joseantoniokast vivo semana re,@joseantoniokast
2024-04-17 15:52:25,vivo,@joseantoniokast
2024-04-17 14:13:06,¡en minutos comenzamos nuevo semanare hoy gran programa pierdan,@joseantoniokast
2024-04-17 13:42:04,iraníes detenidos pasaportes falsos aeropuerto santiago hoy caminando libres calles chile terrorismo acecha país presidente peleándose alertan graves riesgos insolito,@joseantoniokast
2024-04-17 09:47:03,bancada republicana anuncia censura mesa cámara diputados,@joseantoniokast
2024-04-17 08:10:59,chile necesita mejores cárceles delincuentes andan libres calles queden tras rejas chilenos puedan vivir paz gobierno sigue desconectado favoreciendo impunidad gobiernoincompetente,@joseantoniokast
2024-04-16 19:07:06,bancada prchile presentado censura mesa cámara diputados luego confesión vicepdte gaspar rivas ofrecimientos gobierno permitiremos vulneracion flagrante separación poderes lacensurava,@joseantoniokast
2024-04-16 17:22:50,separación poderes principio legalidad autonomía congreso nacional principio juridicidad alguien debe responder,@joseantoniokast
2024-04-16 16:59:55,inaceptable vicepresidente cámara reconoce ministro ofreció cargo mesa corporación cuándo gobierno dispone cargos organización interna congreso nacional ministro alvaroelizalde debe entender chile puede comportarse si venezuela,@joseantoniokast
2024-04-16 16:39:15,separación poderes principio mínimo toda democracia afirmado diputado rivas demuestra gobierno sobrepasó límites negociaciones presidencia cámara,@joseantoniokast
2024-04-16 07:11:08,grave denuncia alcalde germancodina crimen organizado avanza control siquiera escuelas resguardo parar,@joseantoniokast
2024-04-15 16:05:27,ministro montes viejo refrán dice “la mentira piernas cortas” ud sabía mayo 2023 dirá verdad casoconvenios,@joseantoniokast
2024-04-15 11:21:16,común indica delincuentes narcotraficantes terroristas cárcel hoy chilenos honestos viven encerrados enrejados casas gobierno fracasó próximo primera prioridad recuperar libertad ciudadanos,@joseantoniokast
2024-04-15 07:43:40,vivo,@joseantoniokast
2024-04-11 12:22:49,gracias liderazgo sr presidente nayibbukele seguimos siendo referentes internacionales implementación exitosas estrategias seguridad últimos días contamos visita comisión políticos chile compartimos conocimientos experiencias proceso transformación país trabajo integral articulado posicionado país seguro hemisferio occidental ahora salvador visto modelo seguir naciones políticas innovadoras priorizan paz seguridad desarrollo salvadoreños plancontrolterritorial guerracontrapandillas,@joseantoniokast
2024-04-14 16:30:44,comparto entrevista hoy canal t13 iván valenzuela,@joseantoniokast
2024-04-14 11:53:22,países autoconvocado comités crisis sé si chile preparados veo presidente ocupado tema dice excandidato presidencial josé antonio kast ataque irán israel mesacentral »,@joseantoniokast
2024-04-13 20:16:33,irán lanza ataque drones misiles israel podrían ser mismos drones regaló bolivia vigilar fronteras chile problema grave seguridad nacional gobierno débil inexperto enfrentarlo,@joseantoniokast
2024-04-13 11:15:58,seguridad valparaíso puede seguir esperando hastacuando autoridades locales dejarán delincuentes rehenes vecinos comuna,@joseantoniokast
2024-04-12 20:46:44,cisterna delincuentes apuñalaron joven 18 años interior micro pocas horas murió hospital ¿hastá cuándo presidente chilenos quieren vivir paz,@joseantoniokast
2024-04-12 10:41:13,¿hasta cuándo vivimos miedo hastacuando,@joseantoniokast
2024-04-12 07:26:24,fiscal barros confirma asesinato ronaldojeda motivación política organizado venezuela llego hora presidente chile enfrente dictador maduro exija respeto patria soberanía nacional,@joseantoniokast
2024-04-11 23:54:34,condolencias familia sergio melnick deja hombre inteligente práctico mirada futuro aceptó ir concejal condes luchó trasparentara entrego vida público abrazo descansa paz,@joseantoniokast
2024-04-11 10:06:32,gracias ministro villatoro vi11atoro gran recibimiento posibilidad conocer fondo exitosas estrategias combatir crimen organizado liderando salvador hoy chile nuevamente despierta triste noticia policia asesinado delincuentes nunca necesitamos usar todas herramientas disponibles derrotar crimen encerrar oponen millones chilenos puedan vivir paz,@joseantoniokast
2024-04-11 00:14:35,lamentamos profundamente asesinato teniente carabineros emanuel sánchez soto,@joseantoniokast
2024-04-10 23:38:50,lamentamos asesinato subteniente emanuel sanchez ptra familia carabineros llora partida chile necesita orden paz chile volver ser pais seguro,@joseantoniokast
2024-04-10 16:42:59,columna bukele chile,@joseantoniokast
2024-04-08 19:46:55,¿hasta cuándo,@joseantoniokast
2024-04-07 13:03:22,¿un alcalde camaleón ¿de hace años insultaba carabineros ahora pide gritos necesitamos concejales den cuenta alcalde “el camaleón” cambia color exija fiscalice miles unimos lafuerzadechile súmate chilenecesitatufuerza,@joseantoniokast
2024-04-07 09:59:33,alcaldes merluzos preocupan realmente necesitan vecinos protegen delincuencia administran mal recursos necesitamos concejales exijan fiscalicen permanentemente miles unimos lafuerzadechile súmate chilenecesitatufuerza,@joseantoniokast
2024-04-06 21:41:21,columna niño terrible,@joseantoniokast
2024-04-06 13:32:41,agradezco confianza prchile asumo candidatura alcaldía viña mar convencida ciudad puede derrotar delincuencia abandono convencida podemos devolverle orgullo viña mar vamos,@joseantoniokast
2024-04-06 15:50:50,daniel jadue formalizado dentro extrañar “delfín” apellido jadue siga misma suerte promovió especie 2x1,@joseantoniokast
2024-04-05 19:04:35,agradecido apoyo proyecto alcaldía concepción hoy nunca recuperemosconce joseantoniokast ruthuas prchile,@joseantoniokast
2024-04-05 15:19:25,candidato alcalde municipiovalpo volver vivir paz puerto vuelva levantar apoyo prchile miles vecinos derrotaremos sharp izquierda radical ¡vamos recuperar orgullo ser porteños,@joseantoniokast
2024-04-05 14:35:25,fin buena noticia tema combate crimen organizado parte necesita recuperar chile,@joseantoniokast
